Student_ID,Hours_Study,Sleep_Hours,Screen_Time,Attendance,Extracurricular,Stress_Level,CGPA
S8862,1.167462281,5.877588018,5.557807215,88.61530197,No,Medium,7.940564927
S6831,3.760760751,9.148117906,8.025592138,86.70304119,No,Low,6.078581687
S9211,5.28308329,8.680084957,4.029092757,84.37956109,No,Low,7.114653691
S3117,2.011301251,7.722951741,5.50489711,84.04115711,Yes,Low,7.886805934
S3937,3.540902689,8.08148373,4.445102981,82.82187911,Yes,Medium,6.043910432
S7705,1.673914699,7.377381877,3.543646306,75.44256691,No,Medium,8.252033173
S1983,3.904577288,7.805769722,3.343183786,93.09518906,No,Low,5.446556858
S8238,2.133787846,6.17917234,5.286835106,80.17757957,No,Medium,6.273248163
S10967,3.979588799,7.237587934,2.773753497,70.97505092,No,Low,7.193869371
S3925,4.504480793,6.942608076,3.261741515,85.87076068,No,Low,8.191123631
S6610,5.319062939,5.923662041,3.077021602,87.42332934,No,High,9.353920072
S4214,5.471243994,6.165301333,6.730749941,76.26440319,Yes,High,7.252451859
S7714,0.073421704,5.681270201,2.54071982,82.30889923,No,Low,5.670163704
S7577,1.984264174,10.68090801,4.533034195,85.75598427,Yes,Medium,7.309955741
S6753,1.28805931,7.548147764,6.00576937,92.7211619,No,Medium,6.672976163
S8319,0.381464571,4.01172165,6.067675399,81.89690995,No,Medium,6.85217909
S9384,4.246858363,7.209122739,6.221128597,67.62124628,No,Medium,8.592670588
S1627,3.74842616,5.928937384,3.341799896,100,No,Medium,9.25054073
S5947,1.330778786,7.023379253,4.994795252,79.87346126,No,Medium,6.70971305
S5244,4.050421735,8.03265478,3.799126647,73.61366835,No,Medium,9.38324245
S6338,3.30562701,6.458943249,6.011385003,72.3147854,No,Medium,8.43931154
S5765,4.499096379,7.659228742,3.548096199,68.92692363,No,Medium,9.536339963
S2601,6.749752838,7.729430957,3.344214265,90.28282471,No,Medium,7.13360149
S10788,0.870052213,3.449546564,1.401941444,81.42703076,Yes,Low,4.393236949
S2269,6.47218635,8.854734268,6.948236936,76.99137555,No,Low,6.892223984
S1128,4.19930273,7.24921092,7.840801846,73.69805356,Yes,Medium,8.140248437
S7126,6.343620287,9.000457843,2.826235387,70.56208909,No,High,7.758755366
S2711,3.759237672,7.066096952,5.715708802,83.08762821,Yes,High,6.011233375
S9176,7.200195694,10.16741983,5.577464693,77.96494465,Yes,Medium,9.054947054
S5235,1.641080671,8.088731722,6.241843114,68.18965272,No,Low,5.310488875
S7771,4.067049405,4.366348213,6.480048506,67.01284008,No,High,6.883914545
S3398,4.414534659,5.008738764,4.109833429,67.00190759,No,Medium,7.571185718
S8132,5.184659094,7.019351943,5.306881906,61.92912962,No,Medium,6.325265982
S7309,4.057551128,4.954893629,7.507068116,68.71135565,No,Medium,8.590902656
S9591,0.727193962,4.133551097,4.327180261,79.92940287,Yes,Medium,9.278777071
S2186,2.035025213,8.505048839,7.526378246,77.71021331,No,Medium,8.132514104
S7264,2.799228614,7.849266086,4.127839566,66.62557135,Yes,Medium,8.694248865
S10990,6.86725004,8.849300187,4.562923492,98.29252833,Yes,Medium,8.445224559
S7259,3.337295402,6.994377199,1.551312639,81.12018794,No,Low,5.667661761
S2977,5.895052924,4.883796572,4.184202151,97.63041692,No,High,7.731734219
S5247,8.392446284,6.605537629,5.753389697,76.6774895,No,Medium,6.613507414
S8981,2.991742653,8.937621776,6.044405089,78.63999676,No,Low,9.242419268
S1915,4.558043052,6.973108048,3.02171584,75.35781604,No,High,7.36330367
S2305,2.203064036,6.17614202,2.515693298,92.4267438,Yes,Medium,9.267035897
S6680,2.097631259,5.844659525,6.144473454,78.3616917,Yes,High,5.700157233
S4049,6.394493847,6.342213242,2.880823033,75.14967925,No,Low,7.719275933
S10713,3.337951332,4.498324809,2.137805015,55.39110425,Yes,Medium,8.323271631
S2273,3.367183101,8.175198472,4.158761315,75.48352364,No,Medium,8.135290128
S9298,3.625545357,6.815842861,4.320788994,83.47024077,No,Medium,7.311496472
S3796,5.146255626,5.555997198,6.727259821,62.91007989,No,Medium,6.606475084
S2398,6.400827816,6.942798147,9.340189984,89.07049819,No,High,7.673333899
S4358,4.91633623,4.738751625,2.375007297,81.90628076,No,High,8.757168277
S1183,4.96494483,7.928290495,6.491271666,87.1588246,No,Low,8.039881514
S6264,6.38217171,7.460964031,5.95718222,83.06497639,Yes,Medium,7.537916806
S7398,5.760131926,8.362621359,5.524039952,66.48134439,Yes,Medium,5.899230574
S9655,1.651595409,6.562890458,8.462393803,80.47570395,Yes,Low,7.102201683
S6538,1.535137522,6.916614215,5.496946436,62.54394464,No,Medium,6.23011177
S7427,7.001686061,5.00163312,5.345757922,87.24418531,No,Medium,7.94325424
S8268,4.365988899,8.190902681,5.712080888,70.46815661,No,Low,5.977718265
S5567,1.541632804,7.661229698,3.787591846,88.35538916,No,Medium,9.542225198
S10869,3.37706561,6.111750505,4.39573923,82.80951249,No,Medium,7.946935832
S9278,2.271429476,5.110655907,5.477648652,92.12933354,Yes,Medium,4.618600411
S3656,1.816132199,9.01702776,6.962299039,86.286983,Yes,Medium,7.024753132
S10453,4.459848691,4.665194599,6.040004561,78.12988257,No,Medium,6.985890839
S8136,2.694943414,7.988230367,6.30933645,78.4080934,No,Low,8.019215354
S2961,4.57110815,7.056350288,4.295094593,73.93687743,No,Low,8.947983365
S5992,3.770395502,7.318449426,4.620426508,89.03954113,Yes,Low,7.6154423
S5891,1.561431067,4.305703367,8.28765186,67.37566907,No,Low,5.337260691
S7649,4.401397389,7.296052693,7.58685375,93.77686887,No,Medium,7.911118418
S8204,0.512654795,7.023379253,4.994795252,79.87346126,No,High,6.132131714
S7789,5.37485351,7.023379253,4.994795252,79.87346126,No,High,7.115358278
S2251,5.667057923,6.844618158,3.838241724,74.89968845,No,High,5.008039532
S4176,1.066429619,6.69961926,5.504731848,64.64862582,No,Low,9.338370307
S6072,5.21905209,8.623568067,5.855272651,53.43761625,No,High,6.688210497
S9074,0,7.023379253,4.994795252,79.87346126,No,Low,6.094682516
S7671,2.66861307,5.847514759,3.282279508,77.04335213,No,Medium,9.001256017
S8631,2.293201052,10.32811504,6.714513073,85.80113373,No,Low,7.312953867
S10299,1.873927454,5.993628433,6.471073112,92.07288311,No,Low,7.104414621
S4289,3.423922252,7.598507139,7.160711603,91.01674679,No,Medium,6.92521003
S7715,4.921649731,6.797433097,8.496082503,89.26704483,No,Medium,5.552744806
S9973,6.657292823,6.226548949,4.271517354,90.09743896,No,Medium,7.893877685
S8917,3.085562921,7.279242933,6.341411531,67.13436922,No,Low,7.148754481
S10766,5.866133211,8.048355687,7.65365347,67.11201486,No,Low,9.103093114
S8166,7.795774585,5.454816842,2.776745339,84.08925462,Yes,Low,9.248124202
S2051,4.791607067,4.491393211,3.745485074,91.24582628,No,Medium,6.715456738
S5069,6.107971542,5.62504196,7.343364394,61.74186461,No,Medium,6.501372245
S7273,1.836171263,4.994916874,3.376053415,62.13600912,Yes,Medium,8.462450536
S9331,6.286796214,8.244015888,3.640617341,68.96086467,Yes,Medium,6.881054265
S1272,6.326327504,9.953135964,6.650615034,78.22491475,No,Medium,6.464479094
S3042,2.951823204,6.85299855,5.554745903,80.11722149,No,Medium,8.835637696
S5763,4.768404144,6.268683165,6.737314481,81.34874158,Yes,Medium,6.423864285
S10126,5.141891389,7.208752693,5.140197918,72.36230483,No,Low,7.260453747
S6505,5.68356155,6.899561665,1.768822603,79.06540144,No,Medium,6.450184529
S2086,6.060566908,7.331262655,3.936312754,83.19561789,No,Medium,6.950540309
S7041,6.43696043,8.548808347,4.769228517,76.94737253,Yes,Medium,5.422358691
S9187,5.264432628,7.023379253,4.994795252,79.87346126,Yes,Medium,7.951164536
S6903,6.120287637,7.023379253,4.994795252,79.87346126,No,High,8.450288416
S7950,1.335103304,8.995677507,5.89732941,82.00124064,Yes,High,7.704693636
S5322,6.440565793,9.6449482,6.300767383,62.72002141,Yes,Medium,7.570179925
S8226,3.885205072,4.805348123,6.814915805,79.53754199,Yes,Low,4.925161928
S9060,4.210557248,7.209026812,8.336622239,72.45163116,No,Medium,8.630264609
S6830,3.527102327,6.952099165,1.192392265,89.21235791,No,Medium,5.505397279
S6747,4.404560815,8.4069844,4.642523761,93.72233868,No,Low,7.28768012
S10906,5.273106414,5.149458754,1.843199947,90.74961927,No,Medium,6.254558695
S7437,3.437671915,4.827812837,4.617190767,78.67457138,Yes,Low,7.189303335
S5709,3.92251421,6.982584828,5.259923743,58.29083202,No,Medium,5.57118117
S6894,4.90192527,5.829935263,6.430828082,85.45255346,No,Medium,4.170576948
S9318,2.349416078,5.812798536,6.011038732,80.24166139,No,Medium,6.911353878
S9793,3.44832008,8.482143975,4.800574565,83.84128398,No,Low,9.452123124
S4478,6.307180687,7.524474636,3.9862253,79.66310328,No,Medium,4.957271764
S8401,5.148083862,6.7186045,6.79322718,90.7111337,Yes,Medium,7.571218913
S4924,3.474680959,10.2223588,5.061009629,100,Yes,Medium,5.182748331
S2748,4.379163233,7.449692311,7.580320048,93.23745549,Yes,Medium,7.062466635
S1732,4.816505511,6.222798915,4.279604183,81.53962266,Yes,High,7.417562454
S3553,4.779228355,7.908315974,3.446017577,80.59704439,No,High,7.669164311
S6684,2.87160764,8.688519898,4.921372123,84.39705134,Yes,High,6.563408535
S6153,2.94159798,8.102217015,4.683570378,99.26275237,Yes,Medium,8.421456523
S3662,5.194456437,5.646524268,6.685605383,80.91723024,No,Medium,8.356674439
S6660,3.890443279,8.290226194,4.192197833,83.39954453,Yes,Medium,6.827498229
S7076,1.443294742,8.003612882,2.210022203,70.78814369,Yes,High,6.260504859
S4113,1.581046129,6.750636892,3.778323995,90.88183569,Yes,High,7.19919652
S4303,1.948494633,8.238779005,4.383371262,68.96401041,No,High,9.636103744
S2344,5.899108271,7.167972899,3.921470578,77.83378358,No,Low,10
S2690,5.173387603,6.142396266,6.964230624,87.77162386,No,High,7.782792883
S6231,5.012315311,6.54252805,4.961478488,84.22662143,Yes,Low,8.459994116
S7769,2.741575701,8.267920457,7.063246226,100,No,Medium,9.046296142
S6048,6.24372301,8.56004008,5.973066606,77.57285412,Yes,Medium,9.254381203
S9468,1.582282271,8.058322847,5.40002248,91.33376572,No,High,5.431538686
S4308,7.52237625,9.242096511,3.294223912,71.60711563,No,Low,7.161297501
S2504,3.659630755,9.794303682,4.907982343,80.30323872,No,Medium,8.484634653
S2806,4.534253302,4.866912254,6.635763933,77.69470588,Yes,Medium,7.100162773
S7497,6.363780085,8.080729162,3.458091981,92.0794557,No,Medium,7.569306521
S6594,6.249865091,7.269284952,7.737353987,86.20417484,No,Medium,8.855564021
S4791,3.175172364,7.661135132,5.13110745,70.76102847,Yes,Low,8.241644108
S10712,1.430544467,6.027465445,4.233906645,85.57419401,No,Medium,6.259723368
S8621,2.990732515,7.37834722,8.387914453,88.94981972,No,High,6.30980486
S7152,2.453940581,6.264713641,5.665614251,74.50757747,Yes,Medium,6.243704348
S6858,3.398039375,9.857019823,6.349343071,76.18117133,No,Low,7.685599172
S2848,5.938914401,3.575142048,5.475594726,89.7218707,Yes,Medium,7.161903819
S5512,2.821775734,5.584441853,5.570973886,83.96768859,Yes,Low,8.810918798
S3431,1.960671323,9.307024423,7.04330167,78.89014466,No,Low,6.374114102
S5660,6.963921537,7.931400093,4.24682225,77.09796623,No,High,7.038257325
S8086,4.276156817,6.912366534,3.354361469,100,No,Low,6.612658641
S6816,2.370487994,9.941656437,5.240127791,75.52493773,Yes,Low,7.229885009
S1142,0.785033531,6.077583846,1.171988344,77.91213243,No,Low,6.818475185
S9935,3.902468696,7.251475233,5.968703403,73.01410397,Yes,Medium,4.514888494
S6763,1.190366112,6.466679993,5.359348037,78.33945617,No,Medium,7.73955441
S10682,5.975457032,5.946904656,5.215555312,93.15534423,No,Medium,8.380895598
S4409,8.093724391,7.689212588,6.31597366,74.651539,No,Medium,10
S2117,3.884762406,6.887459499,9.900911468,74.77351112,No,High,5.562376814
S2756,3.725102971,7.142541828,4.766430948,71.60282443,Yes,High,8.151701424
S1497,3.619322644,7.130807488,4.3870964,75.66107182,Yes,Low,7.072611112
S6452,7.409184187,6.626914864,1.837049144,84.66333295,Yes,High,7.234969407
S1870,3.646105545,8.948039936,3.377989521,79.47474898,No,High,5.206400036
S4357,0,5.879345869,6.851333896,77.67797977,Yes,High,9.4398231
S1912,4.498767367,4.845471314,4.287166932,80.37124918,Yes,Medium,6.645885293
S1721,0.579663215,4.032422625,1.390794181,77.7862909,No,Low,8.264805119
S3805,0.447507333,4.367346953,5.47675481,100,No,Low,7.792592379
S1886,5.167856371,5.743265408,5.33371878,80.04005301,Yes,Medium,6.524553672
S10786,4.385979284,8.842699736,3.230823028,72.70820948,No,Low,4.775872559
S7857,3.414629082,7.816918756,3.832092461,78.6807311,No,Low,7.254773637
S8463,1.696637782,5.699612141,5.656471132,93.82584483,No,Low,7.465557969
S2520,6.442067391,8.974517256,3.914678202,72.49715047,No,Medium,6.175488712
S9863,0.68571283,7.995074573,2.327158146,82.47708162,Yes,Medium,8.029312291
S3746,4.48264387,9.958869857,6.74684964,95.42133454,No,Medium,7.296349356
S6908,7.342695151,7.023379253,4.994795252,79.87346126,No,Medium,8.225901026
S9454,1.79742702,6.514613393,1,81.12446764,Yes,Low,6.826049343
S1314,6.610957614,6.019386955,6.188932963,82.85494203,Yes,High,8.224421042
S2799,4.042623297,4.763380115,5.033828434,100,No,Medium,5.900951214
S1327,5.583325388,7.747167993,7.236938823,78.56442491,Yes,Low,6.909912576
S6876,0.764398772,6.578059521,5.366471198,88.28986613,No,High,5.890445958
S5204,4.221070635,9.061203736,3.573501744,78.03279575,No,Medium,8.984760904
S4129,3.177013711,8.411599827,6.038261294,84.67658019,No,Low,6.088139544
S8139,6.70613832,9.514976204,5.253158613,80.68468077,No,Low,9.158388953
S10149,4.833746125,7.023379253,4.994795252,79.87346126,Yes,Medium,7.036824275
S4968,8.030550221,5.525345279,3.322028875,83.79248007,Yes,Medium,6.833358991
S9108,6.213549037,6.58580187,6.098044174,70.45326809,No,High,7.604444221
S10265,5.346945592,8.777043697,4.696553494,100,No,Medium,5.605002629
S2973,4.389472389,5.781745792,5.603624972,81.71379947,Yes,Medium,6.655777029
S1336,2.349005606,5.767478761,4.977794819,61.90968967,Yes,Medium,4.151237584
S3764,4.506330476,7.27518134,1.680529277,76.254885,No,Low,7.885044237
S8969,6.265609394,5.407790541,4.955177514,64.4810425,No,Medium,9.096200259
S1275,4.924206949,7.856411491,2.301655792,77.94167866,No,Medium,7.8322278
S3985,2.079907409,4.146060645,3.577883287,72.53767362,No,Medium,4.579270039
S10297,2.579969114,6.465548023,2.543082443,80.6582268,No,Low,6.805577483
S9676,4.414977596,5.479309389,6.066479738,78.94017056,No,High,10
S4477,0,5.505716132,6.512622581,88.82095242,No,High,6.768633524
S6457,3.444972762,6.751631541,3.829117475,75.25469991,No,Low,5.918608071
S4558,3.773743895,7.963067638,4.548944345,86.13681028,Yes,Medium,7.865159236
S3809,2.900919451,7.334074094,4.817159276,74.7218519,No,High,6.529552215
S10296,2.480395736,7.69470772,1.74585657,91.33149537,Yes,Medium,7.517436636
S5861,2.347776017,6.44161522,5.547291975,91.0684061,No,High,8.198165442
S10797,4.750719392,6.569940517,4.495445741,89.19193937,No,Low,5.662848749
S4416,5.681468964,3.942330213,5.198856916,97.75588033,No,Low,5.988669378
S1307,2.816857222,7.579249747,1,79.26227136,Yes,Low,9.253988936
S4908,5.171808402,5.986093503,7.436515845,74.99035042,No,Medium,8.5720426
S1348,2.563111557,8.171763004,4.357695626,81.03979924,Yes,Medium,7.684369924
S1826,7.159144291,6.441903512,7.684507053,83.65391819,No,High,7.145588897
S10693,3.544214882,7.140047789,6.354825969,65.09846554,Yes,Medium,9.603768433
S5482,2.309692083,5.231963302,4.739721866,93.28661405,Yes,High,7.52982649
S7846,4.184110275,6.57538139,6.876561797,68.51880534,No,Medium,7.092189045
S4682,4.357389434,5.955559631,2.022910722,71.93722962,Yes,High,9.458389365
S7119,3.311803943,5.781427968,7.603251276,68.86037435,Yes,Medium,7.868654344
S9551,2.515343974,6.987379501,1,70.33290278,Yes,Medium,6.931134716
S3053,3.392547942,6.009778199,4.635182599,70.63165761,No,High,8.489427355
S1071,7.076073133,5.325323717,6.360605784,78.23450291,No,Medium,7.54191636
S6736,5.15869352,7.649569568,3.210554001,81.05146984,Yes,High,5.391244308
S10743,4.375883553,7.048038015,5.185948314,74.70514443,No,High,7.007197248
S7536,2.098093234,6.191030615,6.077733648,77.13563914,No,Low,9.027994792
S9334,6.062761051,6.600141573,3.738510266,57.21172282,No,Low,4.771668278
S2666,2.001395535,8.264161045,6.177577754,88.39428919,No,Low,6.106473526
S7444,5.568292833,6.380921081,1.986767072,73.88685662,No,Low,8.23144364
S9951,1.578514747,5.890734143,1.905894157,56.14839957,No,Medium,10
S9480,3.356494592,7.429417335,4.327486092,83.39850054,No,Low,8.287473661
S2445,2.697286212,7.889581075,6.241750832,67.6361654,No,High,7.676821363
S6446,1.300453861,6.561107875,5.112992683,70.58236364,Yes,High,7.972610534
S6853,2.04282322,7.023379253,4.994795252,79.87346126,Yes,Medium,5.38742481
S2695,7.877857998,5.479591236,1.062635724,78.63373397,Yes,High,6.655229641
S3892,5.536414433,5.004026375,4.132574187,67.37484191,Yes,Medium,6.030910848
S2574,4.932859965,6.113279755,6.690542059,62.90091556,Yes,Medium,6.570857735
S4203,6.557731627,7.160004483,1,80.67351298,No,Low,7.510225448
S5405,5.693764208,8.061230811,5.303591898,69.81139137,Yes,Low,10
S2630,4.969465635,9.240892215,5.638392889,66.91525369,No,Low,5.849454583
S8769,6.333056672,7.597349177,6.06835771,83.85576036,No,Low,7.993575581
S2881,7.231165647,6.499929917,8.27859427,70.43420975,Yes,Medium,7.390260525
S6112,3.920211232,6.519745738,6.51742765,87.42410139,No,Medium,7.479882045
S6074,4.401690186,7.457758952,3.614640641,79.88727381,No,Medium,7.274357536
S9998,2.630025642,7.421747714,8.711871827,80.77811347,No,Medium,7.31449116
S6817,4.352300904,4.509897776,3.57851204,82.81634804,No,Low,6.994019836
S1848,2.724520031,6.576812585,2.701602131,89.36680944,No,High,6.269397622
S7245,4.995576619,8.278022552,3.978536636,91.86669577,Yes,Low,8.295967635
S10913,5.591727625,5.050188389,6.032165557,80.01743863,No,Medium,9.05889328
S7111,1.469483182,8.195403888,1.003426647,95.43287733,No,High,8.695230796
S3877,2.664440887,8.226301765,3.82509745,82.0128029,No,Medium,6.173301971
S1186,4.946475249,5.084373157,6.426858052,87.93443295,No,High,7.838489808
S4779,3.827860614,7.260735288,5.751242463,55.42599732,No,High,7.156636509
S2830,5.416428847,6.174199048,9.607568618,95.11325986,Yes,High,7.777984255
S3959,1.787412975,5.093073626,1,92.85039895,No,High,7.737564368
S10428,0.041962613,3.98904415,2.346345722,85.07164884,No,Low,9.475146766
S9715,5.133204297,5.174556135,8.467948897,86.63765472,Yes,Medium,5.693195463
S2234,2.392650864,6.858590924,5.493773803,65.50481984,No,Low,7.963097812
S10908,6.123633292,7.508712529,6.345099349,71.70582511,No,Low,4.598344657
S4915,3.816310471,6.400455264,2.89350968,82.7855578,Yes,High,6.7586107
S1446,4.733196492,8.160321423,2.249358636,73.98557539,No,Medium,6.808629932
S1844,4.332904416,6.428144069,8.21039603,93.36019687,Yes,Low,6.872664959
S10739,4.812188038,6.663750506,5.591623871,64.17263945,Yes,Medium,7.199695702
S9067,5.851353515,7.853544306,6.484550466,73.03656415,No,Medium,7.759891428
S6627,5.904956314,7.880277308,5.845857217,81.82715526,Yes,Low,7.763789929
S3440,7.499167808,7.441865201,7.069336204,80.09060054,Yes,Low,6.592647701
S4103,6.14122112,4.860304133,8.100157648,77.61153543,Yes,High,9.532853642
S9757,4.588164078,5.291226814,4.813450832,79.83740078,No,Low,6.69590343
S8066,3.231225247,7.180559693,8.263982014,88.91227871,No,Medium,7.835392172
S6884,1.042445752,6.261333831,5.973976278,78.93678349,No,Medium,8.13025509
S2294,4.163658717,4.342866173,5.445727992,83.97744965,No,Medium,7.395309056
S10198,0,7.723059696,3.847620586,79.90586838,No,Low,8.084654325
S6067,7.215156613,8.162160085,4.15982799,81.07187044,Yes,Low,7.579524556
S4442,4.281965399,7.093647555,6.870699639,73.71624024,Yes,Low,8.702517661
S9615,2.043953953,6.878557863,4.360979146,85.84905305,No,Medium,5.87062093
S9927,3.399742426,6.332289231,3.499850247,76.76882394,No,High,8.303196756
S9504,1.255180525,8.696948575,6.621213552,73.47505567,No,High,5.484081793
S8644,5.890623542,7.329805214,3.311724553,88.82181642,No,Medium,8.037763868
S1776,2.545725648,4.641654184,5.268774884,92.38902231,Yes,Medium,8.002067811
S10910,4.436677501,6.13890293,4.193934071,76.21391516,Yes,Medium,7.028750343
S3153,4.461401811,5.313751023,6.796593742,73.98838943,No,Low,7.467468122
S5920,7.327465664,6.791805399,4.31010137,67.0395076,No,Low,5.561938248
S7730,7.362984915,6.477838982,5.529435736,84.67059355,No,Low,7.33533367
S10684,2.440386649,4.786193354,4.209047439,90.33603509,No,Low,7.429349283
S10004,3.689155135,9.875889302,3.748030413,69.73574847,Yes,High,5.749287132
S8310,3.099493224,6.323997734,5.885706988,81.27632596,No,High,5.979903351
S9596,3.127473936,5.922950377,1.887729639,88.67798499,No,Low,7.612166127
S4183,3.338421551,7.242270249,3.335197046,91.48284563,Yes,High,7.168297981
S8067,3.588466013,7.322476804,3.619157929,88.14638713,Yes,High,7.500838289
S4199,4.874626374,7.883247927,3.157948144,83.67466853,No,Medium,7.840184872
S8307,6.872736068,8.919421179,2.663582528,88.1162486,No,High,6.641928577
S2289,0,9.923444667,6.115875563,78.90967325,Yes,Medium,6.116634308
S5581,2.030931899,3,4.58936471,77.24557193,Yes,Low,7.839186768
S7451,5.940350165,9.881856126,4.904010937,91.35154366,Yes,Medium,7.837292172
S10115,5.821888808,6.35777162,5.283924355,80.83061257,Yes,Medium,6.213681134
S9782,6.367098205,8.513655118,7.426534384,76.46559227,No,Medium,7.438377037
S8051,4.797984315,7.023379253,4.994795252,79.87346126,Yes,High,5.393643543
S5106,3.411514989,9.728615785,4.285014305,74.06600431,No,Medium,5.453454482
S5126,2.238491821,7.220488426,3.81175278,73.02368095,Yes,Medium,10
S9375,3.58832028,3.982027951,4.854584875,82.05782911,No,High,6.004438035
S4966,4.622219982,8.493932392,3.30024815,90.83369296,No,Medium,6.819079846
S2879,2.388259867,6.06460468,3.679671827,83.85990811,Yes,Low,7.368854153
S9663,7.32797256,7.023379253,4.994795252,79.87346126,Yes,Medium,7.748430462
S10486,3.675875796,6.107769534,5.60189321,95.78870507,No,High,7.474596
S6360,3.907477565,4.58047478,7.257938403,81.32143757,Yes,Medium,6.918010973
S4587,2.163746033,7.641515157,4.920358848,87.66014655,No,Medium,7.902015493
S8665,5.283788246,9.415114185,8.060188927,71.24496693,No,Medium,7.19679772
S4865,2.543076757,9.274521199,6.172857003,88.86580565,No,Medium,5.21073194
S5131,4.004575872,8.086642264,6.923376104,70.90000397,No,Medium,8.250030881
S2036,1.548468674,6.829262842,7.779550591,88.29833692,No,Low,8.779330169
S1636,5.646341168,5.810298005,7.520858798,86.32400045,No,High,6.697857177
S7933,3.980671157,9.147624226,7.447840403,79.3233855,No,Low,5.997708252
S5134,3.778374879,7.240843177,7.977203884,84.3873504,No,High,8.837317885
S6563,5.49396168,3.276184021,4.60759668,82.73927308,No,Low,5.857643997
S2083,8.153495967,6.355012887,4.989546805,68.57096803,No,Low,8.109203344
S1861,0.96851177,4.994533063,5.177006948,80.4314402,No,Medium,5.786659179
S6212,3.64941094,8.185962376,4.461178763,65.87636909,Yes,Medium,8.527163034
S1903,6.556903725,7.823050715,2.564393389,86.89784148,No,Low,9.829826258
S1191,5.712797589,6.601257452,4.965231781,80.22223464,No,High,8.595616534
S1109,3.851108168,8.970209742,4.087531991,71.10599546,Yes,Medium,6.578810106
S5455,4.577456006,3.705330608,4.636488378,83.3581712,No,Medium,7.237443496
S2942,4.538253882,8.18091444,4.156461824,95.00256991,No,Medium,6.008398431
S7408,3.124525355,7.384866094,3.497239753,100,Yes,Medium,6.09091418
S5331,1.692615437,6.661027682,5.757702458,79.75973674,No,Low,6.141144464
S9733,0.239128912,7.372693632,5.300235935,79.37774937,Yes,High,6.926814049
S3040,2.610573738,7.490366296,4.571425385,91.81996454,Yes,Low,9.168938444
S8623,2.536285383,9.229238856,3.691944781,61.56874215,No,Medium,8.49442097
S8130,3.85130934,6.340220105,6.794395105,87.24747095,No,Medium,7.858623014
S5659,2.395439946,7.284001054,8.224781244,82.84513886,No,Low,7.209534685
S10440,0.483582247,9.960600164,7.089757485,89.5859314,No,Low,7.216904293
S3775,3.430249013,7.478240565,6.865803322,70.39066076,Yes,Medium,5.569112492
S5145,0,4.102821566,6.193211227,65.96512139,No,Medium,7.25279182
S3323,7.348984867,6.379841796,8.109680481,86.98944914,No,Medium,7.515378564
S1762,9.120169077,6.520251604,7.117743693,82.36138161,Yes,High,6.664937743
S3617,4.163991113,7.841141902,2.869964902,66.89813761,Yes,Medium,6.821836621
S3411,7.075863837,5.919769034,5.151802046,88.18068193,No,Low,7.1184815
S2094,5.465280154,6.104081596,7.515353956,94.5785884,Yes,Medium,8.485482925
S9272,2.93571222,4.252523157,3.992883749,86.54218306,No,Medium,6.181951337
S10664,2.816247867,8.496008839,3.560187191,99.87820911,Yes,Low,6.422057289
S6819,3.469524919,8.114514541,2.419998404,72.18889335,No,Low,6.062646377
S4135,4.886004261,7.724069141,5.139813309,86.99136595,Yes,Low,7.874171604
S6921,4.322599085,6.174322191,7.667133644,81.06433835,Yes,Medium,6.733417996
S6040,4.998191632,6.393306568,5.80097105,76.18874101,Yes,Medium,5.919005125
S4805,5.027228928,6.947024711,5.162494152,73.05624234,No,Medium,8.499527795
S1884,5.363782979,8.298511977,1,100,No,Medium,5.552179911
S3654,2.684330892,7.241028247,2.333135709,74.55840482,No,Low,8.037759388
S7923,2.565636199,8.628877617,7.324973901,90.22925503,Yes,Medium,7.718565373
S8978,4.171026659,8.786852793,5.271653669,84.84920946,No,Low,5.677998761
S1464,3.775343901,6.598151899,1.40384328,79.44077915,Yes,Medium,7.849357417
S8016,3.929807066,7.023379253,4.994795252,79.87346126,No,High,6.509224667
S8933,6.720336262,7.026121373,4.870467086,87.89334773,Yes,Medium,7.499987808
S8288,5.72687456,6.498920377,1.515482061,82.38137692,No,Low,7.355738299
S6192,5.112044194,7.169740017,4.879334555,56.91258601,No,Medium,7.021550243
S10880,4.091921872,7.00174148,7.85957964,79.51447781,No,Low,8.303451241
S6300,3.582663258,3.353318254,3.349814053,84.71143081,No,Medium,7.356724158
S3202,5.439515884,5.035402038,5.967960324,83.79047031,No,High,6.13416692
S10247,2.017817729,8.04097486,5.827663477,76.27999796,No,Medium,5.204921888
S7627,6.910868968,6.275798967,3.155957243,79.7773781,No,High,8.170991092
S2262,5.077511985,6.928021308,3.884449275,79.60780723,Yes,High,7.057392494
S10267,0.148044363,5.298808506,3.613769146,82.47580976,Yes,Low,6.539861201
S1975,0.220918538,7.372458214,6.438366762,85.33302173,Yes,Low,5.044445843
S7072,4.36994115,5.022397926,6.425449139,81.1494012,No,Medium,7.549772184
S5925,2.997531784,6.573790668,5.306069194,56.39458509,Yes,Low,6.693726341
S1941,5.744914657,5.428337581,6.245328432,68.77194067,No,High,4.83673874
S6263,4.83493018,5.612932179,1,77.4592701,No,High,5.240909293
S5723,3.392871349,4.298843947,6.498175717,89.32002504,Yes,Medium,5.247520529
S3387,2.151533711,4.889784183,3.560960974,58.97298246,No,High,7.563361986
S10922,0.562139174,4.322461241,3.928014537,89.23522599,No,Low,8.398840908
